RULETYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOTERMINAL,VIAFEATURECLASS,VIAASSETGROUP,VIAASSETTYPE,VIATERMINAL
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterDevice,Filtro,Filtro,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Controlador,Válvula de derivación,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Controlador,Tuerca de accionamiento,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Filtro,Filtro,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal ocho,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal cinco,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal cinco,WaterJunction,Cruce de cable,Cable de prueba,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal cuatro,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal cuatro,WaterJunction,Cruce de cable,Cable de prueba,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal uno,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal uno,WaterJunction,Cruce de cable,Cable de prueba,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal siete,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal siete,WaterJunction,Cruce de cable,Cable de prueba,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal seis,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal seis,WaterJunction,Cruce de cable,Cable de prueba,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal tres,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal tres,WaterJunction,Cruce de cable,Cable de prueba,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal dos,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Punto de prueba,Punto de prueba_Obsoleto,Terminal dos,WaterJunction,Cruce de cable,Cable de prueba,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterJunction,Nudo,Abrazadera para grifo,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tope de tubería,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Acoplamiento,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Cruz,,WaterJunction,Nudo,Tapón,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Cruz,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Codo,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Brida,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tapón,,WaterJunction,Nudo,Cruz con reducción,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tapón,,WaterJunction,Nudo,T con reducción,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tapón,,WaterJunction,Nudo,T,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tapón,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Reductor,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,T con reducción,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Abrazadera,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Tornillo,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Manguito,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Toma,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,T,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Transición,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Soldadura,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Junction Connectivity,WaterJunction,Nudo,Y,,WaterJunction,Cruce de aislamiento,Inserto de brida,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Suministro,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Alta presión de entrada,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Reducción de presión,Baja presión de salida,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Sistema,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Zona de presión,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno_Obsoleto,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Controlador,Arqueta de rotura,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Contador de servicio,Residencial,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 1,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Planta potabilizadora,Puerto 2,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Aljibe_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Baja presión de entrada,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Estación,Estación de bombeo,Alta presión de salida,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de presión,Calderin_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 1,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Almacenamiento,Tanque de almacenamiento,Puerto 2,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Válvula del sistema,Derivación,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Salida,Desagüe,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de entrada,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Suministro,Entrada,Puerto de salida,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cazapiedras,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Cesta_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En L_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,En Y,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Oblicuo_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Vertical_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Fuente,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Aspersor_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Boca de riego_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Toma de riego_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterDevice,Conexión de servicio,Hidrante_Obsoleto,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
