RULETYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOTERMINAL,VIAFEATURECLASS,VIAASSETGROUP,VIAASSETTYPE,VIATERMINAL
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapping Sleeve,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Mordaza,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera para grifo,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Toma,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Manguito,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Abrazadera,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T con reducción,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Cruz con reducción,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Reductor,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapón,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Brida,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Junta de expansión,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Aducción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Desbordamiento,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Drenaje,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Producción,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Tapa de extremo,,WaterLine,Tubería general de agua,Se desconoce,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Codo,,WaterLine,Tubería general de agua,Riego,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Codo,,WaterLine,Tubería general de agua,Ficticia,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Codo,,WaterLine,Tubería general de agua,Privada,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Codo,,WaterLine,Tubería general de agua,Impulsión,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Codo,,WaterLine,Tubería general de agua,Distribución secundaria,,,,,
